User-ID,Location,Age
226835,"oviedo, florida, usa",24.0
226874,"altadena, california, usa",33.0
226879,"overland park, kansas, usa",31.0
226926,"mckean, pennsylvania, usa",
226956,"rio rancho, new mexico, usa",36.0
226965,"clemson, south carolina, usa",47.0
226970,"mesa, arizona, usa",33.0
226986,"somerville, massachusetts, usa",
226987,"albuqerque, new mexico, usa",34.0
226996,"tÃ¼bingen, baden-wÃ¼rttemberg, germany",35.0
226998,"orange park, florida, usa",65.0
227005,"nottingham, nottinghamshire,",
227025,"saskatoon, saskatchewan, canada",33.0
227054,"nampa, idaho, usa",27.0
227072,"saginaw, michigan, usa",
227097,"lynnwood, washington, usa",37.0
227118,"df, df, mexico",
227146,"bethlehem, new hampshire, usa",
227176,"bonn, nordrhein-westfalen, germany",27.0
227190,"dartmouth, nova scotia, canada",
227192,"grand rapids, michigan, usa",
227195,"waregem, n/a, belgium",34.0
227202,"aurora, colorado, usa",26.0
227250,"rhame, north dakota, usa",32.0
227275,"saskatoon, saskatchewan, canada",47.0
227276,"rotherham, england, united kingdom",41.0
227296,"pittsford, new york, usa",
227297,"simi valley, california, usa",
227358,"alexandra headlands, queensland, australia",18.0
227397,"conway, arkansas, usa",
227404,"colorado springs, colorado, usa",37.0
227436,"townsville, queensland, australia",35.0
227444,"aberdeen, n/a, united kingdom",33.0
227447,"kelseyville, california, usa",38.0
227520,"san jose, california, usa",33.0
227538,"kalamunda, western australia, australia",37.0
227548,"chicago, illinois, usa",
227586,"grimsby, ontario, canada",
227589,"atoka, tennessee, usa",36.0
227591,"north hollywood, california, usa",
227631,"moser river, nova scotia, canada",49.0
227672,"steamboat springs, colorado, usa",
227702,"league city, texas, usa",42.0
227705,"westport, connecticut, usa",36.0
227721,"oakdale, california, usa",35.0
227795,"sydney, new south wales, australia",21.0
227812,"wichita, kansas, usa",
227831,"winnipeg, manitoba, canada",34.0
227835,"bristol, england, united kingdom",52.0
227836,"athens, georgia, usa",30.0
227843,"singapore, n/a, singapore",23.0
227859,"new york, new york, usa",26.0
227884,"virginia beach, virginia, usa",25.0
227886,"charlotte, north carolina, usa",1.0
227925,"nanaimo, british columbia, canada",40.0
228010,"lisboa, lisboa, portugal",28.0
228021,"ann arbor, michigan, usa",32.0
228061,"christchurch, n/a, new zealand",
228064,"salisbury, north carolina, usa",56.0
228072,"stockton, california, usa",
228093,"dortmund, nordrhein-westfalen, germany",38.0
228096,"corvallis, oregon, usa",
228180,"sydney, new south wales, australia",
228206,"minneapolis, minnesota, usa",30.0
228313,"suffolk, england, united kingdom",17.0
228321,"santa cruz, california, usa",22.0
228336,"seattle, ,",
228351,"charleston, south carolina, usa",16.0
228391,"fredericksburg, virginia, usa",34.0
228417,"lewiston, maine, usa",
228433,"nanaimo, british columbia, canada",
228445,"south bend, indiana, usa",19.0
228557,"genÃ¨ve, genÃ¨ve, switzerland",26.0
228579,"brooklyn, new york, usa",29.0
228599,"bern, bern, switzerland",45.0
228607,"denver, colorado, usa",34.0
228681,"dumont, new jersey, usa",
228684,"st. john`s, newfoundland, canada",25.0
228688,"nottingham, england, united kingdom",29.0
228694,"jaca, aragÃ³n, spain",23.0
228727,"singapore, n/a, singapore",
228738,"vista, california, usa",65.0
228764,"oakdale, california, usa",39.0
228768,"albany, oregon, usa",
228789,"skipton, north yorkshire, united kingdom",44.0
228867,"arlington, virginia, usa",
228891,"west chester, pennsylvania, usa",31.0
228978,"yuma, arizona, usa",36.0
228990,"private, michigan, usa",99.0
228998,"lincoln, nebraska, usa",41.0
229011,"mclean, virginia, usa",
229015,"richmond, virginia, usa",13.0
229027,"ciudad real, n/a, spain",43.0
229041,"new york, new york, usa",
229055,"grand rapids, michigan, usa",32.0
229056,"south river, new jersey, usa",
229160,"grandville, michigan, usa",
229192,"aachen, nordrhein-westfalen, germany",36.0
229214,"christchurch, south island, new zealand",
229243,"san diego, california, usa",29.0
229258,"tijeras, new mexico, usa",32.0
229282,"setauket, new york, usa",32.0
229305,"bigelow, arkansas, usa",16.0
229313,"southgate, michigan, usa",31.0
229316,"winnipeg, manitoba, canada",37.0
229329,"st-lÃ©gier, vaud, switzerland",56.0
229331,"houston, texas, usa",37.0
229334,"fort carson, colorado, usa",30.0
229386,"huntingdale, victoria, australia",48.0
229393,"detroit, michigan, usa",
229405,"west bend, wisconsin, usa",55.0
229409,"leipzig, sachsen, germany",32.0
229412,"kalispell, montana, usa",27.0
229422,"north las vegas, nevada, usa",41.0
229427,"caen, n/a, france",37.0
229448,"vancouver, british columbia, canada",42.0
229495,"ottawa, ontario, canada",13.0
229501,"zaragoza, zaragoza, spain",20.0
229502,"calafat, dolj, romania",27.0
229551,"ottawa, ontario, canada",28.0
229621,"adelaide, south australia, australia",52.0
229632,"duchesne, utah, usa",23.0
229656,"austin, texas, usa",30.0
229667,"surrey, british columbia, canada",67.0
229681,"the dalles, oregon, usa",
229703,"south surrey, british columbia, canada",
229741,"kensington, california, usa",29.0
229742,"gÃ¶teborg, vÃ¤stergÃ¶tland, sweden",30.0
229775,"louisville, mississippi, usa",
229816,"trieste, friuli venezia giulia, italy",25.0
229836,"oakland, california, usa",57.0
229862,"bronx, new york, usa",29.0
229947,"chicago, illinois, usa",42.0
229985,"long beach, california, usa",36.0
230013,"conroe, texas, usa",
230030,"berkeley, california, usa",36.0
230052,"grand rapids, michigan, usa",29.0
230088,"fairbanks, alaska, usa",53.0
230105,"panama city, florida, usa",29.0
230115,"ap, florida, usa",44.0
230127,"sioux falls, south dakota, usa",28.0
230180,"lathrop, california, usa",33.0
230286,"cÃ³rdoba, andalucia, spain",29.0
230289,"badalona, cataluÃ±a-barcelona-, spain",18.0
230336,"saarbrÃ¼cken, saarland, germany",25.0
230398,"varmdo, stockholm, sweden",20.0
230400,"colorado springs, colorado, usa",40.0
230411,"sungai petani, kedah, malaysia",
230413,"wichita, kansas, usa",34.0
230420,"hawkes bay, hastings, new zealand",
230427,"paderborn, nordrhein-westfalen, germany",28.0
230460,"new york, new york, usa",34.0
230490,"binghamton, new york, usa",31.0
230496,"simi valley, california, usa",34.0
230522,"colorado springs, colorado, usa",52.0
230581,"eugene, oregon, usa",29.0
230599,"dublin, dublin, ireland",38.0
230699,"seattle, washington, usa",30.0
230752,"lowell, massachusetts, usa",
230971,"north miami, ,",
230985,"southport, england, united kingdom",19.0
231048,"decatur, georgia, usa",
231076,"gaithersburg, maryland, usa",40.0
231081,"grand prairie, texas, usa",15.0
231117,"luzarches, ile de france, france",18.0
231136,"castlegar, british columbia, canada",17.0
231149,"providence, rhode island, usa",
231204,"phoenix, ,",34.0
231210,"roanoke, virginia, usa",44.0
231237,"waianae, hawaii, us",
231251,"woodstock, ,",
231255,"surrey, british columbia, canada",
231263,"cornwall, ontario, canada",27.0
231305,"calgary, alberta, canada",
231330,"new york, new york, usa",
231340,"arnold, maryland, usa",37.0
231351,"methuen, massachusetts, usa",34.0
231354,"las vegas, nevada, usa",
231374,"montreal, quebec, canada",20.0
231393,"montreal, quebec, canada",28.0
231395,"parkersburg, west virginia, usa",
231463,"truro, england, united kingdom",44.0
231482,"gateshead, england, united kingdom",
231603,"gardendale, alabama, usa",
231613,"london, england, united kingdom",28.0
231625,"calgary, alberta, canada",56.0
231633,"cherry creek, new york, usa",
231682,"carroll, iowa, usa",26.0
231694,"radford, virginia, usa",44.0
231705,"tromsoe, n/a, norway",30.0
231723,"san francisco, california, usa",27.0
231775,"manheim, pennsylvania, usa",
231790,"bremen, bremen, germany",17.0
231827,"festus, missouri, usa",32.0
231838,"morgan hill, california, usa",36.0
231847,"boston, massachusetts, usa",51.0
231853,"tucson, arizona, usa",69.0
231857,"canberra, australian capital territory, australia",46.0
231858,"charlestown, massachusetts, usa",
231887,"new york city, new york, usa",46.0
231897,"warren, michigan, usa",33.0
231982,"philadelphia, pennsylvania, usa",
232042,"portland, oregon, usa",36.0
232047,"philadelphia, pennsylvania, usa",
232052,"lakeland, florida, usa",26.0
232058,"nuneaton, warwickshire, united kingdom",50.0
232066,"swartz creek, michigan, usa",30.0
232067,"oviedo, florida, usa",
232111,"st. louis, missouri, usa",
232131,"oakland, california, usa",
232172,"decatur, ga, georgia, usa",31.0
232185,"bartow, florida, usa",22.0
232211,"socorro, new mexico, usa",
232243,"slinger, wisconsin, usa",19.0
232244,"centralia, missouri, usa",
232266,"london, ontario, canada",32.0
232271,"iowa city, iowa, usa",46.0
232305,"boulder, colorado, usa",
232332,"san luis obispo, california, usa",65.0
232370,"albuquerque, new mexico, usa",
232463,"austin, texas, usa",
232486,"olathe, kansas, usa",53.0
232492,"delmar, delaware, usa",31.0
232495,"los angeles, ca, usa",
232511,"norfolk, virginia, usa",
232579,"chicago, illinois, usa",38.0
232597,"arrington, virginia, usa",
232670,"london, england, united kingdom",23.0
232685,"leander, texas, usa",
232708,"cincinnati, ohio, usa",17.0
232736,"evansville, indiana, usa",46.0
232740,"amsterdam, noord holland, netherlands",
232756,"temecula, california, usa",34.0
232766,"long beach, california, usa",30.0
232777,"chicago, illinois, usa",
232778,"armstrong, british columbia, canada",
232805,"albuquerque, new mexico, usa",
232835,"hamburg, n/a, germany",
232838,"cincinnati, ohio, usa",39.0
232925,"north tonawanda, new york, usa",
232945,"newport, rhode island, usa",28.0
232959,"portland, oregon, usa",43.0
232964,"westchester, illinois, usa",44.0
232979,"oklahoma city, oklahoma, usa",39.0
232990,"portland, oregon, usa",26.0
233006,"barcelona, catalunya, spain",32.0
233142,"minneapolis, minnesota, usa",31.0
233183,"san diego, california, usa",
233256,"new york, new york, usa",36.0
233262,"taunton, massachusetts, usa",
233312,"elverson, pennsylvania, usa",
233430,"san diego, california, usa",45.0
233431,"brenham, texas, usa",
233442,"singapore, n/a, singapore",26.0
233489,"brussels, n/a, belgium",59.0
233526,"kissimmee, florida, usa",35.0
233529,"dothan, alabama, usa",44.0
233539,"charlottesville, virginia, usa",34.0
233543,"elizabeth, colorado, usa",58.0
233578,"san antonio, texas, usa",43.0
233638,"bolingbrook, illinois, usa",40.0
233651,"lancaster, pennsylvania, usa",
233711,"mackay, queensland, australia",36.0
233719,"rochester hills, michigan, usa",49.0
233745,"sydney, new south wales, australia",27.0
233758,"munich, bayern, germany",18.0
233798,"calgary, alberta, canada",17.0
233823,"st. albans, vermont, usa",45.0
233856,"oviedo, florida, usa",31.0
233889,"brisbane, queensland, australia",37.0
233903,"n/a, n/a, singapore",23.0
233911,"romney, west virginia, usa",41.0
233917,"madera, california, usa",38.0
233924,"shamokin, pennsylvania, usa",31.0
233995,"calgary, alberta, canada",27.0
234023,"markham, ontario, canada",40.0
234113,"san diego, california, usa",
234157,"o`fallon, missouri, usa",
234165,"upton, massachusetts, usa",
234205,"lake worth, florida, usa",15.0
234244,"bridgewater, nova scotia, canada",
234281,"fribourg, fribourg, switzerland",
234288,"mount waverley, victoria, australia",35.0
234299,"milan, , italy",28.0
234301,"barcelona, barcelona, spain",23.0
234359,"morro bay, california, usa",35.0
234399,"rochester, new york, usa",
234465,"bronx, new york, usa",25.0
234478,"greenville, wisconsin, usa",
234504,"wien, wien, austria",37.0
234597,"firenze, toscana, italy",
234613,"doncaster east, victoria, australia",
234614,"springfield, illinois, usa",
234623,"scarborough, maine, usa",
234672,"northridge, california, usa",53.0
234685,"buffalo, new york, usa",33.0
234721,"hazelwood, missouri, usa",
234734,"warren, massachusetts, usa",
234743,"hampton, virginia, usa",
234765,"kuching, sarawak, malaysia",28.0
234797,"can pastilla, illes balears, spain",56.0
234803,"ourense, galicia,",35.0
234808,"kelowna, british columbia, canada",40.0
234828,"fairbanks, alaska, usa",
234879,"bellmawr, new jersey, usa",30.0
234901,"irmo, south carolina, usa",49.0
234954,"santa maria da feira, aveiro, portugal",26.0
234981,"evansville, indiana, usa",31.0
235011,"seattle, washington, usa",
235030,"karlsruhe, baden-wuerttemberg, germany",
235050,"mÃ¼nchen, bayern, germany",
235059,"aurora, illinois, usa",24.0
235105,"st louis, missouri, usa",46.0
235109,"melbourne, victoria, australia",
235117,"pace, florida, usa",47.0
235146,"oak park, illinois, usa",39.0
235155,"mandeville, louisiana, usa",
235282,"encino, california, usa",43.0
235295,"poole, england, united kingdom",37.0
235303,"lyon, rhone, france",26.0
235392,"st. louis, missouri, usa",27.0
235465,"kaiserslautern, rheinland-pfalz, germany",44.0
235475,"palma de mallorca, illes balears, spain",46.0
235506,"toronto, ontario, canada",29.0
235548,"alton, illinois, usa",16.0
235669,"holden, , usa",
235671,"regina, saskatchewan, canada",
235684,"miami, florida, usa",26.0
235688,"regina, saskatchewan, canada",35.0
235698,"laredo, texas, usa",
235805,"edinburgh, scotland, united kingdom",27.0
235839,"brisbane, queensland, australia",26.0
235841,"milton-freewater, oregon, usa",
235842,"griswold, iowa, usa",41.0
235864,"toronto, ontario, canada",35.0
235876,"milwaukie, oregon, usa",17.0
235884,"lakewood, colorado, usa",
235895,"la, california, usa",
235929,"duarte, california, usa",
235935,"bridgeton, new jersey, usa",43.0
235948,"london, england, united kingdom",
235975,"calgary, alberta, canada",40.0
235987,"lee`s summit, missouri, usa",
235991,"london, england, united kingdom",
236030,"mt.airy, maryland, usa",47.0
236031,"eau claire, wisconsin, usa",43.0
236032,"long beach, california, usa",46.0
236044,"cincinnati, ohio, usa",
236058,"san francisco, california, usa",34.0
236097,"san francisco, california, usa",
236112,"san francisco, california, usa",
236139,"milan, lombardia, italy",28.0
236158,"stickney, illinois, usa",55.0
236164,"elkhorn, nebraska, usa",42.0
236172,"chesapeake, virginia, usa",34.0
236224,"maysville, west virginia, usa",18.0
236255,"bridgeton, new jersey, usa",50.0
236269,"whiteman afb, missouri, usa",21.0
236283,"orlando, florida, usa",41.0
236306,"aberfoyle park, south australia, australia",47.0
236322,"houston, texas, usa",
236340,"st kilda, victoria, australia",29.0
236349,"fredericksburg, virginia, usa",39.0
236355,"chicago, illinois, usa",30.0
236399,"wilmington, delaware, usa",40.0
236432,"london, ontario, canada",21.0
236455,"atlanta, georgia, usa",
236473,"louisville, kentucky, usa",
236550,"knoxville, tennessee, usa",
236576,"austin, texas, usa",
236593,"sydney, new south wales, australia",
236594,"victoria, british columbia, canada",25.0
236595,"richmond, british columbia, canada",19.0
236625,"hampton, virginia, usa",38.0
236648,"greensboro, north carolina, usa",29.0
236655,"rochdale, england, united kingdom",30.0
236661,"bauru, sÃ£o paulo, brazil",18.0
236727,"cardiff, wales, united kingdom",32.0
236728,"freehold, new jersey, usa",
236731,"peterborough, ontario, canada",63.0
236757,"mars, pennsylvania, usa",
236790,"gÃ¼nzburg, bayern, germany",
236819,"north melbourne, vic, australia",41.0
236827,"st.paul, minnesota, usa",
236840,"geneva, iowa, usa",72.0
236872,"maryport, england, united kingdom",35.0
236901,"san diego, california, usa",
236940,"amarillo, texas, usa",54.0
236943,"evergreen, colorado, usa",42.0
236948,"toronto, ontario, canada",35.0
236955,"pace, florida, usa",41.0
236959,"st. louis, missouri, usa",35.0
236989,"friolzheim, baden-wuerttemberg, germany",17.0
236994,"seattle, washington, usa",
237025,"laurel, maryland, usa",
237064,"oxford, ,",68.0
237070,"allenwinden, zug, switzerland",29.0
237074,"alsdorf, nordrhein-westfalen, germany",38.0
237132,"columbia, missouri, usa",26.0
237225,"modesto, california, usa",
237248,"udine, friuli venezia giulia, italy",39.0
237268,"springfield, illinois, usa",42.0
237275,"westminster, maryland, usa",69.0
237323,"grand rapids/mt pleasant, michigan, usa",19.0
237393,"flower mound, texas, usa",27.0
237407,"west chester, pennsylvania, usa",25.0
237409,"picton, ontario, canada",28.0
237411,"irvine, california,",
237433,"king of prussia, pennsylvania, usa",
237434,"bynum, north carolina, usa",
237441,"napa, california, usa",17.0
237451,"fresno, california, usa",28.0
237534,"rexdale, ontario, canada",47.0
237553,"champaign, illinois, usa",31.0
237577,"san jose, california, usa",19.0
237580,"exton, pennsylvania, usa",
237646,"rockville, maryland, usa",56.0
237715,"mchenry, illinois, usa",28.0
237734,"london, england, united kingdom",29.0
237748,"eagan, minnesota, usa",27.0
237788,"claremont, california, usa",22.0
237853,"palos verdes, california, usa",
237856,"philadelphia, pennsylvania, usa",
237866,"schofield, wisconsin, usa",51.0
237962,"hameln, niedersachsen, germany",33.0
237966,"saginaw, michigan, usa",53.0
237990,"rochester, new york, usa",
238057,"la jolla, california, usa",
238065,"bourbonnais, illinois, usa",27.0
238077,"orlando, florida, usa",
238091,"fresno, california, usa",
238120,"louisville, kentucky, usa",25.0
238177,"dover, new hampshire, usa",28.0
238179,"smithton, illinois, usa",
238186,"montclair, new jersey, usa",36.0
238231,"sydney, new south wales, australia",17.0
238276,"sterling heights, michigan, usa",
238350,"olympia, washington, usa",49.0
238419,"lapeer, michigan, usa",
238470,"padova, veneto, italy",20.0
238472,"rock point, saskatchewan, canada",52.0
238538,"wien, wien, austria",22.0
238540,"omaha, nebraska, usa",32.0
238541,"vancouver, british columbia, canada",
238557,"kuala lumpur, selangor, malaysia",21.0
238566,"bethlehem, pennsylvania, usa",
238607,"pineville, north carolina, usa",24.0
238613,"st. john`s, newfoundland, canada",37.0
238617,"richmond, california, usa",44.0
238625,"hamburg, hamburg, germany",41.0
238630,"san francisco, california, usa",21.0
238699,"amagansett, new york, usa",
238739,"toronto, ontario, canada",26.0
238754,"columbia, missouri, usa",18.0
238757,"ludington, michigan, usa",45.0
238779,"brooklyn, new york, usa",46.0
238781,"yucca valley, california, usa",51.0
238785,"park ridge, illinois, usa",18.0
238800,"rome, lazio, italy",24.0
238816,"foster city, california, usa",
238823,"hamburg, hamburg, germany",24.0
238864,"powys, wales, united kingdom",32.0
238874,"sydney, new south wales, australia",13.0
238889,"clark fork, idaho, usa",33.0
238890,"arlington, virginia, usa",30.0
238898,"pasadena, california, usa",
238921,"albany, new york, usa",
238925,"stoke-on-trent, england, united kingdom",24.0
238961,"antioch, illinois, usa",18.0
239026,"boynton beach, florida, usa",
239050,"grapevine, texas, usa",
239067,"st. croix, virgin islands, usa",
239070,"plantation, florida, usa",47.0
239074,"duluth, minnesota, usa",38.0
239106,"pasadena, california, usa",74.0
239111,"tucson, arizona, usa",70.0
239135,"mobile, alabama, usa",39.0
239141,"spotsylvania, virginia, usa",60.0
239160,"london, england, united kingdom",
239170,"george town, seven mile beach, cayman islands",27.0
239265,"hamburg, hamburg, germany",
239268,"adelaide, south australia, australia",13.0
239374,"minneapolis, minnesota, usa",
239377,"sydney, new south wales, australia",23.0
239407,"chilliwack, british columbia, canada",57.0
239413,"austin, texas, usa",28.0
239415,"san antonio, texas, usa",34.0
239423,"jackson, tennessee, usa",49.0
239468,"wien, wien, austria",26.0
239486,"milwaukee, wisconsin, usa",25.0
239488,"ganderkesee, niedersachsen, germany",36.0
239522,"san diego, california, usa",33.0
239535,"columbus, ,",
239551,"cambridge, england, united kingdom",31.0
239554,"minneapolis, minnesota, usa",37.0
239574,"jefferson city, missouri, usa",27.0
239584,"gilroy, california, usa",
239594,"leuven, vlaams-brabant, belgium",28.0
239619,"camberley, england, united kingdom",43.0
239623,"oak harbor, ohio, usa",42.0
239626,"wellesley, massachusetts, usa",52.0
239642,"ottawa, ontario, canada",
239667,"new haven, connecticut, usa",
239688,"winnemucca, nevada, usa",26.0
239692,"virginia beach, virginia, usa",24.0
239703,"roma, lazio, italy",38.0
239746,"blue ridge, virginia, usa",30.0
239747,"bellevue, washington, usa",30.0
239761,"neukirch, sachsen, germany",32.0
239777,"berlin, berlin, germany",28.0
239801,"london, london, united kingdom",
239842,"tunbridgewells, england, united kingdom",41.0
239850,"fort lauderdale, florida, usa",51.0
239891,"weert, limburg, netherlands",
239939,"richmond, british columbia, canada",
239955,"amsterdam, noord holland, netherlands",
240004,"glassboro, new jersey, usa",40.0
240035,"birmingham, alabama, usa",
240051,"trenton, ontario, canada",32.0
240082,"london, england, united kingdom",43.0
240100,"roma, lazio, italy",32.0
240113,"carmichael, ,",
240131,"sherwood park, alberta, canada",26.0
240144,"muskego, wisconsin, usa",34.0
240155,"westford, massachusetts, usa",40.0
240158,"north tonawanda, new york, usa",31.0
240205,"st. ann, missouri, usa",28.0
240219,"arlington, tennessee, usa",38.0
240224,"walnut creek, california, usa",52.0
240225,"indian springs village, alabama, usa",46.0
240267,"st. louis, missouri, usa",
240318,"burnaby, british columbia, canada",33.0
240348,"sacramento, ,",30.0
240366,"swindon, wiltshire, united kingdom",26.0
240370,"brookline, massachusetts, usa",
240371,"helmsdale, sutherland, united kingdom",
240375,"winnipeg, manitoba, canada",34.0
240394,"baker city, oregon, usa",25.0
240401,"denver, colorado, usa",64.0
240403,"louisville, kentucky, usa",49.0
240404,"york haven, ,",
240411,"boston, massachusetts, usa",
240419,"wall, new jersey, usa",
240421,"charlotte, north carolina, usa",
240440,"barcelona, catalunya, spain",30.0
240469,"philadelphia, pennsylvania, usa",34.0
240528,"aptos, california, usa",46.0
240541,"port angeles, washington, usa",40.0
240543,"millbrae, california, usa",67.0
240547,"brisbane, queensland, australia",43.0
240567,"hawthorne, new jersey, usa",33.0
240568,"elk  city, oklahoma, usa",34.0
240643,"niceville, florida, usa",
240650,"vacaville, california, usa",
240677,"palmetto, florida, usa",56.0
240696,"glasgow, scotland, united kingdom",22.0
240700,"waldorf, maryland, usa",15.0
240704,"new york, new york, usa",40.0
240737,"prov. di brescia, lombardia, italy",29.0
240756,"guyton, georgia, usa",41.0
240757,"red bank, new jersey, usa",36.0
240766,"auckland, n/a, new zealand",16.0
240789,"omaha, nebraska, usa",29.0
240822,"mississauga, ontario, canada",18.0
240829,"durham, north carolina, usa",23.0
240883,"st. paul, minnesota, usa",
240906,"whistler, british columbia, canada",
240909,"tauranga, hessen, new zealand",43.0
240964,"munich, bavaria/bayern, germany",
240969,"hamburg, ,",33.0
241012,"burnaby, british columbia, canada",62.0
241015,"siena, ,",39.0
241042,"eugene, oregon, usa",
241048,"iwakuni, iwakuni,",
241051,"toronto, ontario, canada",
241080,"charleston, south carolina, usa",
241086,"manchester, england, united kingdom",28.0
241191,"adelaide, south australia, australia",63.0
241198,"stuttgart, baden-wÃ¼rttemberg, germany",
241204,"marrickville, new south wales, australia",23.0
241214,"de soto, ,",
241239,"germering, bayern, germany",36.0
241254,"princeton, new jersey, usa",23.0
241266,"memphis, tennessee, usa",
241305,"toronto, ontario, canada",20.0
241377,"liverpool, new york, usa",
241432,"budenheim, rheinland-pfalz, germany",23.0
241482,"columbus, ohio, usa",
241503,"la crosse, wisconsin, usa",
241523,"mÃ¼lheim, nordrhein-westfalen, germany",18.0
241532,"burbank, california, usa",
241548,"saratoga, california, usa",44.0
241565,"ocala, florida, usa",64.0
241666,"san francisco, california, usa",35.0
241725,"fort myers, florida, usa",
241749,"freeburg, ,",
241791,"na, ohio, usa",27.0
241802,"collins, new york, usa",17.0
241861,"lansing, michigan, usa",55.0
241949,"fort worth, texas, usa",41.0
241969,"rancho mirage, california, usa",33.0
241970,"kingsville, ontario, canada",18.0
241980,"ashburn, virginia, usa",35.0
241991,"paris, ile de france, france",25.0
241992,"bonn, nordrhein-westfalen, germany",
242006,"santo domingo, distrito nacional, dominican republic",30.0
242008,"subang jaya, selangor, malaysia",19.0
242018,"stuttgart, baden-wuerttemberg, germany",
242029,"irgendwo ziemlich weit sÃ¼dlich, niedersachsen, germany",23.0
242044,"milford, connecticut, usa",
242073,"aldergrove, british columbia, canada",28.0
242083,"fairview, new mexico, usa",24.0
242106,"covington, virginia, usa",28.0
242118,"margaret, alabama, usa",46.0
242135,"melrose, wisconsin, usa",27.0
242143,"fort frances, ontario, canada",
242153,"portland, oregon, usa",
242215,"tilburg, noord-brabant, netherlands",
242220,"st. helena, california, usa",
242223,"firenze, toscana, italy",
242245,"bakersfield, california, usa",41.0
242247,"livonia, michigan, usa",42.0
242262,"tampa, florida, usa",32.0
242273,"denver, colorado, usa",23.0
242299,"orlando, florida, usa",25.0
242316,"ottawa, ontario, canada",
242409,"berck sur mer, pas de calais, france",23.0
242453,"carlsbad, california, usa",41.0
242458,"orange park, florida, usa",47.0
242465,"visalia, california, usa",36.0
242527,"cremlingen, niedersachsen, germany",31.0
242528,"lindstrom, minnesota, usa",44.0
242544,"norfolk, virginia, usa",30.0
242601,"fairfax, virginia, usa",34.0
242639,"avon, connecticut, usa",17.0
242640,"chicago, ,",23.0
242719,"glendale, ,",26.0
242775,"parma, ohio, usa",
242804,"leduc, alberta, canada",
242828,"pigeon point road, tobago, west indies, tobago",55.0
242831,"lafayette hill, pennsylvania, usa",46.0
242849,"baltimore, maryland, usa",33.0
242884,"ottawa, ontario, canada",
242962,"hillsboro, ohio, usa",26.0
242999,"coatesville, pennsylvania, usa",
243001,"fenton, missouri, usa",13.0
243004,"ottawa, ontario, canada",14.0
243031,"rocky river, ohio, usa",
243058,"kuching, sarawak, malaysia",
243065,"royal oak, michigan, usa",
243075,"whitehorse, yukon territory, canada",13.0
243077,"ann arbor, michigan, usa",34.0
243141,"zeeland, michigan, usa",7.0
243177,"vacaville, california, usa",
243186,"bellevue, washington, usa",
243206,"holywood, northern ireland, united kingdom",
243210,"new york, new york, usa",34.0
243213,"lille, nord, france",
243293,"bristol, england, united kingdom",
243312,"ann arbor, michigan, usa",36.0
243328,"portland, oregon, usa",33.0
243332,"marblehead, massachusetts, usa",
243360,"east elmhurst, new york, usa",
243429,"south mills, north carolina, usa",48.0
243449,"canby, oregon, usa",37.0
243490,"fort collins, colorado, usa",
243491,"keewatin, ontario, canada",43.0
243493,"san diego, california, usa",
243586,"beijing, beijing, china",27.0
243639,"salinas, california, usa",
243700,"milwaukee, wisconsin, usa",
243745,"barcelona, catalunya, spain",38.0
243759,"lock haven, pennsylvania, usa",51.0
243769,"pewaukee, wisconsin, usa",
243785,"viÃ±a del mar, quinta regiÃ³n, chile",31.0
243794,"edmonton, alberta, canada",
243819,"philadelphia, pennsylvania, usa",
243824,"stillwater, oklahoma, usa",49.0
243825,"eindhoven, noord brabant, netherlands",
243838,"erlangen, bayern, germany",31.0
243848,"zÃ¼rich, kanton zÃ¼rich, switzerland",47.0
243863,"akron, ohio, usa",50.0
243876,"bonn-beuel, nordrhein-westfalen, germany",31.0
243879,"los angeles, california, usa",32.0
243895,"n/a, n/a, netherlands",6.0
243929,"chicago, illinois,",63.0
243930,"montreuil, seine saint-denis, france",43.0
243942,"baltimore, maryland, usa",
243948,"brisbane, queensland, australia",23.0
243949,"colchester, vermont, usa",22.0
243964,"oak ridge, ,",
243966,"santee, california, usa",18.0
243970,"colbert, georgia, usa",33.0
244070,"long branch, new jersey, usa",47.0
244098,"antioch, tennessee, usa",
244139,"halle, sachsen-anhalt, germany",32.0
244159,"hamburg, hamburg, germany",
244171,"moline, illinois, usa",51.0
244172,"redlands, california, usa",57.0
244175,"suessen, baden-wuerttemberg, germany",
244189,"onalaska, wisconsin, usa",35.0
244205,"berlin, berlin, germany",
244208,"fair haven, new jersey, usa",
244242,"truckee, california, usa",39.0
244258,"duluth, minnesota, usa",
244277,"inverness, scotland, united kingdom",44.0
244286,"howell, new jersey, usa",22.0
244293,"newnan, georgia, usa",35.0
244298,"wien, wien, austria",38.0
244309,"reading, england, united kingdom",50.0
244314,"weatherford, texas, usa",41.0
244349,"los banos, california, usa",40.0
244359,"worcester, massachusetts, usa",17.0
244383,"shanghai, shanghai, china",30.0
244389,"houston, texas,",60.0
244418,"rockhampton, queensland, australia",19.0
244420,"kenmore, ,",
244421,"mount vernon, washington, usa",46.0
244422,"norwalk, ohio, usa",17.0
244444,"sacramento, california, usa",25.0
244471,"richmond, , usa",
244485,"manchester, new hampshire, usa",30.0
244486,"tucson, arizona, usa",27.0
244517,"south charleston, west virginia, usa",30.0
244541,"east orange, new jersey, usa",19.0
244560,"milton, ontario, canada",
244572,"mount vernon, washington, usa",
244602,"chesterfield, england, united kingdom",
244627,"shelbyville, tennessee, usa",32.0
