ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0385486073,Inside Edge : A Revealing Journey into the Secret World of Figure Skating,CHRISTINE BRENNAN,1997,Anchor,http://images.amazon.com/images/P/0385486073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486073.01.LZZZZZZZ.jpg
0345291107,About Three Bricks Shy of a Load,Mel Blount,1980,Ballantine Books,http://images.amazon.com/images/P/0345291107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345291107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345291107.01.LZZZZZZZ.jpg
0684801671,INSIDE EDGE : A Revealing Journey Into the Secret World of Figure Skating,Christine Brennan,1996,Scribner,http://images.amazon.com/images/P/0684801671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801671.01.LZZZZZZZ.jpg
097291451X,The Magic Formula: It Works!,Michael J. Roads,2003,Silver Roads Publishing,http://images.amazon.com/images/P/097291451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/097291451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/097291451X.01.LZZZZZZZ.jpg
0375702695,Our Guys: The Glen Ridge Rape and the Secret Life of the Perfect Suburb,Bernard Lefkowitz,1998,Vintage Books USA,http://images.amazon.com/images/P/0375702695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702695.01.LZZZZZZZ.jpg
0141311339,Esio Trot (Puffin Fiction),Roald Dahl,2001,Puffin Books,http://images.amazon.com/images/P/0141311339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141311339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141311339.01.LZZZZZZZ.jpg
0140062866,Finnegans Wake,James Joyce,1982,Penguin Books,http://images.amazon.com/images/P/0140062866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140062866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140062866.01.LZZZZZZZ.jpg
1841071226,Charles Rennie Mackintosh: Gift Book (Colin Baxter Gift Book Series),Francis Gerald Downing,2002,Colin Baxter Photography,http://images.amazon.com/images/P/1841071226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841071226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841071226.01.LZZZZZZZ.jpg
1574534149,Jupiter,Ben Bova,2001,Fantastic Audio,http://images.amazon.com/images/P/1574534149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574534149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574534149.01.LZZZZZZZ.jpg
0517705869,The Law of Similars,Christopher A. Bohjalian,1999,Harmony Books,http://images.amazon.com/images/P/0517705869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517705869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517705869.01.LZZZZZZZ.jpg
0385318731,"Fight the Power : Rap, Race, and Reality",CHUCK D,1998,Delta,http://images.amazon.com/images/P/0385318731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385318731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385318731.01.LZZZZZZZ.jpg
0452264073,Nighttime Parenting: How to Get Your Baby and Child to Sleep (La Leche League International Book),William Sears,1995,Plume Books,http://images.amazon.com/images/P/0452264073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452264073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452264073.01.LZZZZZZZ.jpg
1841881481,English Cottage Interiors (Country (Seven Dials)),Hugh Lander,2001,Seven Dials,http://images.amazon.com/images/P/1841881481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841881481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841881481.01.LZZZZZZZ.jpg
0373272294,"Lawman's Redemption  (Heartbreak Canyon) (Silhouette Intimate Moments, No. 1159)",Marilyn Pappano,2002,Silhouette,http://images.amazon.com/images/P/0373272294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373272294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373272294.01.LZZZZZZZ.jpg
0671737678,Corbin's Fancy,Linda Lael Miller,1991,Pocket,http://images.amazon.com/images/P/0671737678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737678.01.LZZZZZZZ.jpg
1853024716,Anorexics on Anorexia,Rosemary Shelley,1997,Taylor &amp; Francis Group,http://images.amazon.com/images/P/1853024716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853024716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853024716.01.LZZZZZZZ.jpg
0395299179,Unfinished tales of Numenor and Middle-earth,J. R. R Tolkien,1980,Houghton Mifflin,http://images.amazon.com/images/P/0395299179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395299179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395299179.01.LZZZZZZZ.jpg
0786709537,The Mammoth Book of Women Who Kill,Richard Glyn Jones,2002,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786709537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786709537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786709537.01.LZZZZZZZ.jpg
8408017233,UTOPIA,Tomas Moro,1996,Planeta,http://images.amazon.com/images/P/8408017233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8408017233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8408017233.01.LZZZZZZZ.jpg
006101365X,Sweetwood Bride,Pamela Morsi,1999,HarperTorch,http://images.amazon.com/images/P/006101365X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006101365X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006101365X.01.LZZZZZZZ.jpg
0440226309,McClairen's Isle: The Ravishing One (McClairens Isle),CONNIE BROCKWAY,2000,Dell,http://images.amazon.com/images/P/0440226309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226309.01.LZZZZZZZ.jpg
0671534823,The Black Diamond (Black Diamond),Andrea Kane,1997,Pocket,http://images.amazon.com/images/P/0671534823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671534823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671534823.01.LZZZZZZZ.jpg
0735609179,Winning Chess Tactics (Winning Chess),Yasser Seirawan,1999,Microsoft Pr,http://images.amazon.com/images/P/0735609179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0735609179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0735609179.01.LZZZZZZZ.jpg
0446355801,Heartland,Rebecca Brandewyne,1990,Warner Books,http://images.amazon.com/images/P/0446355801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446355801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446355801.01.LZZZZZZZ.jpg
0786888474,Trick of the Eye,Jane Stanton Hitchcock,2003,Miramax,http://images.amazon.com/images/P/0786888474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786888474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786888474.01.LZZZZZZZ.jpg
0739401572,Vigilant,James Alan Gardner,0,Avon Books,http://images.amazon.com/images/P/0739401572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739401572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739401572.01.LZZZZZZZ.jpg
0380704048,White House Pantry Murder,Elliott Roosevelt,1988,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380704048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380704048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380704048.01.LZZZZZZZ.jpg
1894455207,Time Passages 1960 Yearbook (Time Passages),Stewart House,2001,Stewart House Publishing (Canada),http://images.amazon.com/images/P/1894455207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1894455207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1894455207.01.LZZZZZZZ.jpg
0873511808,Murder in Minnesota: A Collection of True Cases,Walter N. Trenerry,1985,Minnesota Historical Society Press,http://images.amazon.com/images/P/0873511808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0873511808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0873511808.01.LZZZZZZZ.jpg
0399125000,The Tenth Commandment,Lawrence Sanders,1982,Putnam Publishing Group,http://images.amazon.com/images/P/0399125000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399125000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399125000.01.LZZZZZZZ.jpg
0821773836,An Undeniable Rogue: The Rogue's Club (Rogue's Club),Annette Blair,2002,Zebra Books,http://images.amazon.com/images/P/0821773836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821773836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821773836.01.LZZZZZZZ.jpg
0385492790,Autobiography of a People: Three Centuries of African American History Told by Those Who Lived It,Herb Boyd,2000,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385492790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492790.01.LZZZZZZZ.jpg
082176053X,Prince of Magic,Anne Stuart,1998,Zebra Books,http://images.amazon.com/images/P/082176053X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082176053X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082176053X.01.LZZZZZZZ.jpg
1593080026,The CALL OF THE WILD AND WHITE FANG (B&amp;N Classics Mass Market),Jack London,2003,Barnes &amp; Noble,http://images.amazon.com/images/P/1593080026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593080026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593080026.01.LZZZZZZZ.jpg
0743227166,Hotel of the Saints,Ursula Hegi,2002,Touchstone,http://images.amazon.com/images/P/0743227166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743227166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743227166.01.LZZZZZZZ.jpg
0753801558,The Human Brain: A Guided Tour,Susan Greenfield,1998,Trafalgar Square,http://images.amazon.com/images/P/0753801558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753801558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753801558.01.LZZZZZZZ.jpg
0373290152,"Midsummer'S Knight (Historical , No 415)",Tori Phillips,1998,Harlequin,http://images.amazon.com/images/P/0373290152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373290152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373290152.01.LZZZZZZZ.jpg
0871138166,What Are You Like?: A Novel,Anne Enright,2000,Atlantic Monthly Press,http://images.amazon.com/images/P/0871138166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871138166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871138166.01.LZZZZZZZ.jpg
0452273110,Sea of Tranquillity,Paul Russell,1995,Penguin USA,http://images.amazon.com/images/P/0452273110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452273110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452273110.01.LZZZZZZZ.jpg
0760720118,Using Feng Shui,Antonia Beattie,0,Barnes Noble Books,http://images.amazon.com/images/P/0760720118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760720118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760720118.01.LZZZZZZZ.jpg
0674011813,For Love of Insects,Thomas Eisner,2003,Belknap Press,http://images.amazon.com/images/P/0674011813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0674011813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0674011813.01.LZZZZZZZ.jpg
1577484517,The Flu Epidemic (The American Adventure),Joann A. Grote,1998,Barbour Bargain Books,http://images.amazon.com/images/P/1577484517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577484517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577484517.01.LZZZZZZZ.jpg
0340499354,Summer of the Red Wold,Morris West,1989,Hodder &amp; Stoughton General Division,http://images.amazon.com/images/P/0340499354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340499354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340499354.01.LZZZZZZZ.jpg
0945742002,Esperanto: Learning and Using the International Language,David Richardson,1988,Esperanto League for North Amer,http://images.amazon.com/images/P/0945742002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0945742002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0945742002.01.LZZZZZZZ.jpg
0446393592,If it Ain't Broke...Break It! : And Other Unconventional Wisdom for a Changing Business World,Robert J. Kriegel,1992,Warner Books,http://images.amazon.com/images/P/0446393592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446393592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446393592.01.LZZZZZZZ.jpg
0684812282,POWER OF HOPE : The One Essential of Life and Love,Maurice Lamm,1995,Scribner,http://images.amazon.com/images/P/0684812282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684812282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684812282.01.LZZZZZZZ.jpg
9500824485,Mujeres Alteradas 2,Maitena,2000,Atlantida,http://images.amazon.com/images/P/9500824485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9500824485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9500824485.01.LZZZZZZZ.jpg
0688087361,Downtown,Ed McBain,1991,Harpercollins,http://images.amazon.com/images/P/0688087361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688087361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688087361.01.LZZZZZZZ.jpg
0751516589,Safely to the Grave,Yorke,1996,Little Brown and Company,http://images.amazon.com/images/P/0751516589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751516589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751516589.01.LZZZZZZZ.jpg
3453162897,Wir Kinder Von Bahnhof Zoo,Christiane F,1999,Wilhelm Heyne Verlag GmbH &amp; Co KG,http://images.amazon.com/images/P/3453162897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453162897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453162897.01.LZZZZZZZ.jpg
1576752453,Take Back Your Time: Fighting Overwork and Time Poverty in America,John De Graaf,2003,Berrett-Koehler Publishers,http://images.amazon.com/images/P/1576752453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576752453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576752453.01.LZZZZZZZ.jpg
2012006078,Les Bons Enfants,Comtesse de SÃ?ÃÂ©gur,2001,Hachette Jeunesse Roman,http://images.amazon.com/images/P/2012006078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2012006078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2012006078.01.LZZZZZZZ.jpg
0440225558,Head over Heels,Stephanie Mittman,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440225558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225558.01.LZZZZZZZ.jpg
0740738143,Road Trip! : Zits Sketchbook #7 (Zits Sketchbooks (Paperback)),Jim Borgman,2003,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740738143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740738143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740738143.01.LZZZZZZZ.jpg
0373026498,Moon Lady,Author Unknown,1984,Harlequin,http://images.amazon.com/images/P/0373026498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373026498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373026498.01.LZZZZZZZ.jpg
0740720619,Love : A Celebration of One of the Four Basic Guilt Groups,Cathy Guisewite,2001,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740720619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740720619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740720619.01.LZZZZZZZ.jpg
0152045627,A Wizard Alone: The Sixth Book in the Young Wizards Series,Diane Duane,2002,Harcourt Children's Books,http://images.amazon.com/images/P/0152045627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152045627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152045627.01.LZZZZZZZ.jpg
0740713973,"Are We An \Us\""?""",Jerry Scott,2001,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740713973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740713973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740713973.01.LZZZZZZZ.jpg
0751308382,DK Living: Stress Free Living (DK Living),Trevor Powell,2000,Penguin Books Ltd,http://images.amazon.com/images/P/0751308382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751308382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751308382.01.LZZZZZZZ.jpg
4766111478,How To Draw Manga: Illustrating Battles,Hikaru Hayashi,2000,Graphic Sha Pub Co,http://images.amazon.com/images/P/4766111478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4766111478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4766111478.01.LZZZZZZZ.jpg
0345400674,The Million-Dollar Tattoo (Thomas Black Mysteries),Earl Emerson,1997,Fawcett Books,http://images.amazon.com/images/P/0345400674.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345400674.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345400674.01.LZZZZZZZ.jpg
0824806557,Rickshaw: The Novel Lo-t'o Hsiang Tzu,She Lao,1979,University of Hawaii Press,http://images.amazon.com/images/P/0824806557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0824806557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0824806557.01.LZZZZZZZ.jpg
1931514585,Mars #1,Fuyumi Soryo,2002,Tokyopop,http://images.amazon.com/images/P/1931514585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931514585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931514585.01.LZZZZZZZ.jpg
3499151499,Der Tod des MÃ?ÃÂ¤rchenprinzen. Frauenroman.,Svende Merian,1983,Rowohlt Tb.,http://images.amazon.com/images/P/3499151499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499151499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499151499.01.LZZZZZZZ.jpg
0877730059,The Diamond Sutra and the Sutra of Hui-Neng (Shambhala Dragon Editions),A. F. Price,1974,Shambhala,http://images.amazon.com/images/P/0877730059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877730059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877730059.01.LZZZZZZZ.jpg
1863305424,The hoax,Sophie Masson,1997,Minerva,http://images.amazon.com/images/P/1863305424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1863305424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1863305424.01.LZZZZZZZ.jpg
0224603663,Lottie and Lisa: A Novel for Children,Erich Kastner,1950,Random House Children's Books (A Division of Random House Group),http://images.amazon.com/images/P/0224603663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0224603663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0224603663.01.LZZZZZZZ.jpg
1571741437,Astral Dynamics: A New Approach to Out-of-Body Experiences,Robert Bruce,1999,Hampton Roads Publishing Company,http://images.amazon.com/images/P/1571741437.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1571741437.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1571741437.01.LZZZZZZZ.jpg
0743239628,"Tony and Me: By George Bush, as Told to",Dr Parsons,2002,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0743239628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743239628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743239628.01.LZZZZZZZ.jpg
039482587X,Searching for Shona,Margaret J. Anderson,1989,Random House Childrens Books,http://images.amazon.com/images/P/039482587X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039482587X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039482587X.01.LZZZZZZZ.jpg
0870111884,India (This Beautiful World),Nakagawa,1990,Kodansha America,http://images.amazon.com/images/P/0870111884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0870111884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0870111884.01.LZZZZZZZ.jpg
3442441099,Die Kanzlei.,William Lashner,1998,Goldmann,http://images.amazon.com/images/P/3442441099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442441099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442441099.01.LZZZZZZZ.jpg
1896860915,Private Eye,Wendy Worton,2001,Ekstasis Editions,http://images.amazon.com/images/P/1896860915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896860915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896860915.01.LZZZZZZZ.jpg
0553246143,Dinosaur Tales,Ray Bradbury,1984,Bantam Books,http://images.amazon.com/images/P/0553246143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553246143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553246143.01.LZZZZZZZ.jpg
8448030494,"Mision de Riverwind, La",Tonya Carter,1999,Timun Mas,http://images.amazon.com/images/P/8448030494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8448030494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8448030494.01.LZZZZZZZ.jpg
1896860834,Candles in my head,Gillian Harding Russell,2000,Ekstasis Editions,http://images.amazon.com/images/P/1896860834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896860834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896860834.01.LZZZZZZZ.jpg
1562010085,The Tangerine (The Victorian Era/ St # 115),James Jennings,1992,Blue Moon Books,http://images.amazon.com/images/P/1562010085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562010085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562010085.01.LZZZZZZZ.jpg
0783820038,Mercy (G K Hall Large Print Book Series (Cloth)),Jodi Picoult,1997,Thorndike Pr,http://images.amazon.com/images/P/0783820038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0783820038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0783820038.01.LZZZZZZZ.jpg
0316560642,"Hope, Human and Wild: True Stories of Living Lightly on the Earth",Bill McKibben,1995,Little Brown &amp; Co,http://images.amazon.com/images/P/0316560642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316560642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316560642.01.LZZZZZZZ.jpg
0312952317,The Last Spy,Bob Reiss,1994,St Martins Pr,http://images.amazon.com/images/P/0312952317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952317.01.LZZZZZZZ.jpg
0679640967,"Peoples and Empires: A Short History of European Migration, Exploration, and Conquest, from Greece to the Present (Modern Library Chronicles)",Anthony Pagden,2001,Modern Library,http://images.amazon.com/images/P/0679640967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679640967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679640967.01.LZZZZZZZ.jpg
0689859929,"Mates, Dates, and Sole Survivors (Mates, Dates)",Cathy Hopkins,2004,Simon Pulse,http://images.amazon.com/images/P/0689859929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689859929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689859929.01.LZZZZZZZ.jpg
0440051592,Magic: A Novel,William Goldman,1976,Bantam Dell Pub Group,http://images.amazon.com/images/P/0440051592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440051592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440051592.01.LZZZZZZZ.jpg
0375751386,Here First: Autobiographical Essays by Native American Writers (Modern Library Series),Arnold Krupat,2000,Modern Library,http://images.amazon.com/images/P/0375751386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375751386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375751386.01.LZZZZZZZ.jpg
0679602321,A Portrait of the Artist as a Young Man (Modern Library),JAMES JOYCE,1996,Modern Library,http://images.amazon.com/images/P/0679602321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679602321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679602321.01.LZZZZZZZ.jpg
078581325x,"The Original Illustrated Sherlock Holmes: 37 Short Stories Plus a Complete Novel Comprising the Adventures of Sherlock Holmes, the Memoirs of Sherlock Holmes, the Return of Sherlock Holmes and",Arthur Conan Doyle,2001,Book Sales,http://images.amazon.com/images/P/078581325X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078581325X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078581325X.01.LZZZZZZZ.jpg
0849916437,Resurrection The Capstone In The Arch Of Christianity,Hank H. Hanegraaff,2000,W Publishing Group,http://images.amazon.com/images/P/0849916437.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849916437.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849916437.01.LZZZZZZZ.jpg
0375759190,The Portrait of a Lady (Modern Library Classics),Henry James,2002,Modern Library,http://images.amazon.com/images/P/0375759190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375759190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375759190.01.LZZZZZZZ.jpg
039531545x,Change: Seventy-One Glimpses of the Future,Isaac Asimov,1981,Houghton Mifflin,http://images.amazon.com/images/P/039531545X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039531545X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039531545X.01.LZZZZZZZ.jpg
0679600124,Les Miserables (Modern Library),VICTOR HUGO,1992,Modern Library,http://images.amazon.com/images/P/0679600124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679600124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679600124.01.LZZZZZZZ.jpg
0894801260,DiFate's catalog of science fiction hardware,Vincent DiFate,1980,Workman Pub,http://images.amazon.com/images/P/0894801260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894801260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894801260.01.LZZZZZZZ.jpg
0679642625,"Some Memories of a Long Life, 1854-1911",Malvina Shanklin Harlan,2002,Modern Library,http://images.amazon.com/images/P/0679642625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679642625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679642625.01.LZZZZZZZ.jpg
0517680254,Lightning Never Strikes Twice (If You Own a Feather Bed : and 1904 Other American Superstitions from the Ordinary to the Eccentric),Vergilius Ture Anselm Ferm,1989,Gramercy Books,http://images.amazon.com/images/P/0517680254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517680254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517680254.01.LZZZZZZZ.jpg
